T3,SP3,Y3,YN3
8146,50,13,3
8162,50,13,3
8177,50,13,3
8193,50,13,3
8208,50,13,3
8224,50,14,2
8240,50,13,3
8255,50,13,3
8270,50,13,3
8287,50,13,3
8302,50,13,3
8317,50,13,3
8333,50,13,3
8349,50,13,3
8365,50,12,4
8380,50,13,3
8395,50,13,3
8412,50,13,3
8427,50,13,3
8442,50,13,3
8458,50,13,3
8473,50,13,3
8489,50,13,3
8505,50,13,3
8520,50,13,3
8536,50,11,5
8552,50,13,3
8567,50,13,3
8583,50,13,3
8598,50,14,2
8614,50,14,2
8630,50,14,2
8645,50,14,2
8660,50,14,2
8677,50,14,2
8692,50,14,2
8708,50,14,2
8723,50,14,2
8738,50,14,2
8755,50,14,2
8770,50,14,2
8785,50,14,2
8801,50,14,2
8817,50,15,1
8833,50,14,2
8848,50,14,2
8863,50,15,1
8880,50,15,1
8895,50,15,1
8910,50,15,1
8926,50,15,1
8942,50,15,1
8957,50,15,1
8973,50,15,1
8988,50,15,1
9004,50,13,3
9020,50,13,3
9035,50,15,1
9051,50,15,1
9066,50,15,1
9082,50,15,1
9098,50,13,3
9113,50,13,3
9128,50,13,3
9145,50,13,3
9160,50,13,3
9176,50,13,3
9191,50,13,3
9206,50,13,3
9223,50,13,3
9238,50,13,3
9253,50,13,3
9269,50,13,3
9285,50,13,3
9300,50,13,3
9316,50,12,4
9331,50,13,3
9348,50,13,3
9363,50,13,3
9378,50,13,3
9394,50,13,3
9409,50,13,3
9425,50,13,3
9441,50,13,3
9456,50,13,3
9472,50,13,3
9488,50,13,3
9503,50,13,3
9519,50,13,3
9534,50,13,3
9550,50,13,3
9566,50,13,3
9581,50,13,3
9596,50,13,3
9613,50,13,3
9628,50,13,3
9644,50,13,3
9659,50,13,3
9674,50,12,4
9691,50,13,3
9706,50,13,3
9721,50,13,3
9737,50,13,3
9753,50,13,3
9768,50,13,3
9784,50,13,3
9799,50,13,3
9816,50,13,3
9831,50,13,3
9846,50,13,3
9862,50,13,3
9878,50,15,1
9893,50,15,1
9909,50,15,1
9924,50,13,3
9939,50,13,3
9956,50,15,1
9971,50,15,1
9987,50,15,1
10003,50,15,1
10019,50,13,3
10036,50,12,4
10052,50,13,3
10068,50,13,3
10086,50,13,3
10102,50,13,3
10119,50,13,3
10135,50,13,3
10152,50,13,3
10169,50,13,3
10185,50,13,3
10202,50,13,3
10219,50,13,3
10235,50,13,3
10252,50,13,3
10268,50,13,3
10286,50,13,3
10302,50,13,3
10318,50,13,3
10335,50,12,4
10352,50,13,3
10369,50,13,3
10385,50,13,3
10401,50,13,3
10419,50,13,3
10435,50,13,3
10451,50,13,3
10468,50,13,3
10485,50,13,3
10502,50,13,3
10518,50,13,3
10534,50,13,3
10552,50,13,3
10568,50,12,4
10585,50,13,3
10601,50,13,3
10618,50,13,3
10635,50,13,3
10651,50,13,3
10668,50,13,3
10685,50,12,4
10701,50,13,3
10718,50,13,3
10734,50,13,3
10752,50,13,3
10768,50,13,3
10784,50,13,3
10801,50,13,3
10818,50,13,3
10834,50,13,3
10851,50,13,3
10867,50,13,3
10885,50,13,3
10901,50,13,3
10917,50,13,3
10934,50,13,3
10951,50,13,3
10968,50,12,4
10984,50,13,3
11000,50,13,3
11018,50,13,3
11034,50,13,3
11051,50,13,3
11067,50,13,3
11084,50,13,3
11101,50,13,3
11117,50,13,3
11133,50,13,3
11151,50,13,3
11167,50,13,3
11184,50,13,3
11200,50,13,3
11217,50,13,3
11234,50,13,3
11250,50,14,2
11267,50,13,3
11284,50,13,3
11300,50,13,3
11317,50,13,3
11333,50,13,3
11351,50,13,3
11367,50,13,3
11383,50,13,3
11400,50,13,3
11417,50,13,3
11433,50,13,3
11450,50,14,2
11466,50,13,3
11484,50,13,3
11500,50,13,3
11516,50,13,3
11533,50,13,3
11550,50,13,3
11567,50,12,4
11583,50,13,3
11599,50,13,3
11617,50,13,3
11633,50,13,3
11650,50,13,3
11666,50,13,3
11683,50,13,3
11700,50,12,4
11716,50,13,3
11732,50,13,3
11750,50,13,3
11766,50,14,2
11783,50,13,3
11799,50,13,3
11816,50,13,3
11833,50,13,3
11849,50,12,4
11866,50,13,3
11883,50,13,3
11899,50,12,4
11916,50,12,4
11932,50,13,3
11950,50,12,4
11966,50,12,4
11982,50,12,4
11999,50,13,3
12016,50,11,5
12033,50,12,4
12049,50,12,4
12065,50,13,3
12083,50,12,4
12099,50,12,4
12115,50,12,4
12132,50,13,3
12149,50,12,4
12166,50,12,4
12182,50,12,4
12198,50,13,3
12216,50,12,4
12232,50,12,4
12249,50,12,4
12265,50,13,3
12282,50,12,4
12299,50,12,4
12315,50,12,4
12332,50,13,3
12349,50,12,4
12365,50,12,4
12382,50,12,4
12398,50,13,3
12416,50,13,3
12432,50,12,4
12448,50,12,4
12465,50,13,3
12482,50,13,3
12498,50,13,3
12515,50,13,3
12531,50,13,3
12549,50,13,3
12565,50,13,3
12581,50,13,3
12598,50,13,3
12615,50,13,3
12632,50,13,3
12648,50,13,3
12664,50,13,3
12682,50,13,3
12698,50,13,3
12715,50,13,3
12731,50,13,3
12748,50,13,3
12765,50,13,3
12781,50,13,3
12797,50,13,3
12815,50,14,2
12831,50,14,2
12848,50,14,2
12864,50,14,2
12881,50,14,2
12898,50,14,2
12914,50,14,2
12931,50,14,2
12948,50,14,2
12964,50,14,2
12981,50,14,2
12997,50,14,2
13015,50,14,2
13031,50,14,2
13047,50,14,2
13064,50,14,2
13081,50,14,2
13097,50,14,2
13114,50,14,2
13130,50,14,2
13148,50,14,2
13164,50,14,2
13180,50,14,2
13197,50,14,2
13214,50,14,2
13231,50,14,2
13247,50,14,2
13263,50,14,2
13281,50,14,2
13297,50,14,2
13314,50,14,2
13330,50,14,2
13347,50,14,2
13364,50,14,2
13380,50,13,3
13396,50,13,3
13414,50,13,3
13430,50,13,3
13447,50,13,3
13463,50,13,3
13480,50,13,3
13497,50,13,3
13513,50,13,3
13530,50,13,3
13547,50,13,3
13563,50,13,3
13580,50,13,3
13596,50,13,3
13614,50,13,3
13630,50,13,3
13646,50,13,3
13663,50,13,3
13680,50,13,3
13697,50,13,3
13713,50,13,3
13729,50,13,3
13747,50,13,3
13763,50,13,3
13779,50,13,3
13796,50,13,3
13813,50,13,3
13830,50,13,3
13846,50,12,4
13862,50,13,3
13880,50,12,4
13896,50,12,4
13913,50,12,4
13929,50,13,3
13946,50,12,4
13963,50,12,4
13979,50,12,4
13996,50,12,4
14013,50,12,4
14029,50,12,4
14046,50,12,4
14062,50,12,4
14080,50,12,4
14096,50,12,4
14112,50,12,4
14129,50,13,3
14146,50,12,4
14162,50,12,4
14179,50,12,4
14195,50,13,3
14213,50,12,4
14229,50,12,4
14245,50,12,4
14262,50,13,3
14279,50,12,4
14296,50,12,4
14312,50,13,3
14328,50,13,3
14346,50,13,3
14362,50,13,3
14379,50,13,3
14395,50,13,3
14412,50,13,3
14429,50,13,3
14445,50,13,3
14461,50,13,3
14479,50,13,3
14495,50,13,3
14512,50,13,3
14528,50,13,3
14545,50,13,3
14562,50,13,3
14578,50,13,3
14595,50,13,3
14612,50,13,3
14628,50,13,3
14645,50,13,3
14661,50,13,3
14679,50,13,3
14695,50,13,3
14711,50,13,3
14728,50,13,3
14745,50,13,3
14761,50,13,3
14778,50,13,3
14794,50,13,3
14812,50,13,3
14828,50,13,3
14844,50,13,3
14861,50,13,3
14878,50,13,3
14895,50,13,3
14911,50,13,3
14927,50,13,3
14945,50,13,3
14961,50,13,3
14978,50,13,3
14994,50,13,3
15011,50,13,3
15028,50,13,3
15044,50,13,3
15060,50,13,3
15078,50,13,3
15094,50,14,2
15111,50,14,2
15127,50,14,2
15144,50,14,2
15161,50,14,2
15177,50,13,3
15194,50,14,2
15211,50,14,2
15227,50,14,2
15244,50,14,2
15260,50,14,2
15278,50,13,3
15294,50,14,2
15310,50,14,2
15327,50,14,2
15344,50,14,2
15361,50,14,2
15377,50,14,2
15393,50,14,2
15411,50,14,2
15427,50,14,2
15443,50,14,2
15460,50,14,2
15477,50,13,3
15494,50,14,2
15510,50,14,2
15526,50,14,2
15544,50,14,2
15560,50,14,2
15577,50,13,3
15593,50,14,2
15610,50,14,2
15627,50,14,2
15643,50,14,2
15660,50,14,2
15677,50,13,3
15693,50,14,2
15710,50,14,2
15726,50,14,2
15744,50,14,2
15760,50,14,2
15776,50,13,3
15793,50,14,2
15810,50,14,2
15826,50,14,2
15843,50,14,2
15859,50,14,2
15877,50,13,3
15893,50,14,2
15909,50,14,2
15926,50,14,2
15943,50,14,2
15960,50,14,2
15976,50,14,2
15992,50,14,2
16010,50,14,2
16026,50,14,2
16043,50,14,2
16059,50,14,2
16076,50,14,2
16093,50,14,2
16109,50,14,2
16125,50,14,2
16143,50,14,2
16159,50,14,2
16176,50,14,2
16192,50,14,2
16209,50,14,2
16226,50,14,2
16242,50,14,2
16259,50,14,2
16276,50,14,2
16292,50,14,2
16309,50,14,2
16325,50,14,2
16343,50,14,2
16359,50,14,2
16375,50,14,2
16392,50,13,3
16409,50,13,3
16425,50,13,3
16442,50,13,3
16458,50,13,3
16476,50,13,3
16492,50,13,3
16508,50,13,3
16525,50,13,3
16542,50,13,3
16559,50,12,4
16575,50,12,4
16591,50,13,3
16609,50,12,4
16625,50,12,4
16642,50,12,4
16658,50,13,3
16675,50,12,4
16692,50,12,4
16708,50,12,4
16724,50,13,3
16742,50,13,3
16758,50,13,3
16775,50,13,3
16791,50,13,3
16808,50,13,3
16825,50,13,3
16841,50,13,3
16858,50,13,3
16875,50,13,3
16891,50,13,3
16908,50,13,3
16924,50,13,3
16942,50,13,3
16958,50,13,3
16974,50,13,3
16991,50,13,3
17008,50,13,3
17025,50,13,3
17041,50,13,3
17057,50,13,3
17075,50,13,3
17091,50,13,3
17107,50,13,3
17124,50,13,3
17141,50,13,3
17158,50,13,3
17174,50,13,3
17190,50,13,3
17208,50,13,3
17224,50,13,3
17241,50,13,3
17257,50,13,3
17274,50,13,3
17291,50,13,3
17307,50,13,3
17324,50,13,3
17341,50,13,3
17357,50,13,3
17374,50,13,3
17390,50,13,3
17408,50,14,2
17424,50,14,2
17440,50,14,2
17457,50,13,3
17474,50,14,2
17490,50,14,2
17507,50,14,2
17523,50,14,2
17541,50,14,2
17557,50,13,3
17573,50,14,2
17590,50,14,2
17607,50,14,2
17624,50,14,2
17640,50,14,2
17656,50,13,3
17674,50,14,2
17690,50,14,2
17707,50,14,2
17723,50,14,2
17740,50,14,2
17757,50,14,2
17773,50,14,2
17789,50,14,2
17807,50,14,2
17823,50,14,2
17840,50,14,2
17856,50,14,2
17873,50,14,2
17890,50,14,2
17906,50,14,2
17923,50,14,2
17940,50,14,2
17956,50,14,2
17973,50,14,2
17989,50,14,2
18007,50,14,2
18023,50,14,2
18039,50,14,2
18056,50,14,2
18073,50,14,2
18089,50,14,2
18106,50,14,2
18122,50,14,2
18140,50,14,2
18156,50,14,2
18172,50,14,2
18189,50,14,2
18206,50,14,2
18223,50,14,2
18239,50,14,2
18255,50,14,2
18273,50,14,2
18289,50,14,2
18306,50,14,2
18322,50,14,2
18339,50,14,2
18356,50,14,2
18372,50,14,2
18388,50,14,2
18406,50,14,2
18422,50,14,2
18439,50,14,2
18455,50,14,2
18472,50,14,2
18489,50,14,2
18505,50,14,2
18522,50,14,2
18539,50,14,2
18555,50,14,2
18572,50,14,2
18588,50,14,2
18606,50,14,2
18622,50,14,2
18638,50,14,2
18655,50,14,2
18672,50,13,3
18689,50,13,3
18705,50,13,3
18721,50,14,2
18739,50,13,3
18755,50,13,3
18771,50,14,2
18788,50,14,2
18805,50,13,3
18822,50,14,2
18838,50,13,3
18854,50,14,2
18872,50,13,3
18888,50,14,2
18905,50,14,2
18921,50,14,2
18938,50,14,2
18955,50,13,3
18971,50,14,2
18988,50,14,2
19005,50,13,3
19021,50,13,3
19038,50,13,3
19054,50,14,2
19072,50,13,3
19088,50,13,3
19104,50,13,3
19121,50,14,2
19138,50,13,3
19154,50,13,3
19171,50,13,3
19187,50,14,2
19205,50,13,3
19221,50,13,3
19237,50,13,3
19254,50,14,2
19271,50,13,3
19288,50,13,3
19304,50,13,3
19320,50,13,3
19338,50,13,3
19354,50,13,3
19371,50,13,3
19387,50,13,3
19404,50,13,3
19421,50,13,3
19437,50,13,3
19453,50,13,3
19471,50,13,3
19487,50,13,3
19504,50,13,3
19520,50,13,3
19537,50,13,3
19554,50,13,3
19570,50,13,3
19587,50,13,3
19604,50,13,3
19620,50,13,3
19637,50,13,3
19653,50,13,3
19671,50,13,3
19687,50,13,3
19703,50,13,3
19720,50,12,4
19737,50,12,4
19753,50,12,4
19770,50,12,4
19786,50,12,4
19804,50,12,4
19820,50,12,4
19836,50,12,4
19853,50,12,4
19870,50,12,4
19887,50,12,4
19903,50,12,4
19919,50,12,4
19937,50,12,4
19953,50,12,4
19970,50,12,4
19986,50,12,4
20003,50,12,4
20020,50,12,4
20036,50,12,4
20052,50,12,4
20070,50,12,4
20086,50,12,4
20103,50,12,4
20119,50,12,4
20136,50,12,4
20153,50,12,4
20169,50,12,4
20186,50,12,4
20203,50,12,4
20219,50,12,4
20236,50,12,4
20252,50,12,4
20270,50,12,4
20286,50,12,4
20302,50,12,4
20319,50,12,4
20336,50,12,4
20353,50,12,4
20369,50,12,4
20385,50,12,4
20403,50,12,4
20419,50,12,4
20435,50,12,4
20452,50,12,4
20469,50,12,4
20486,50,12,4
20502,50,12,4
20518,50,12,4
20536,50,12,4
20552,50,12,4
20569,50,12,4
20585,50,12,4
20602,50,12,4
20619,50,12,4
20635,50,12,4
20652,50,12,4
20669,50,12,4
20685,50,12,4
20702,50,12,4
20718,50,12,4
20736,50,12,4
20752,50,12,4
20768,50,12,4
20785,50,12,4
20802,50,12,4
20818,50,12,4
20835,50,12,4
20851,50,12,4
20869,50,12,4
20885,50,12,4
20901,50,12,4
20918,50,12,4
20935,50,12,4
20952,50,12,4
20968,50,12,4
20984,50,12,4
21002,50,12,4
21018,50,12,4
21035,50,12,4
21051,50,12,4
21068,50,12,4
21085,50,12,4
21101,50,12,4
21117,50,12,4
21135,50,12,4
21151,50,12,4
21168,50,12,4
21184,50,12,4
21201,50,12,4
21218,50,12,4
21234,50,12,4
21251,50,12,4
21268,50,12,4
21284,50,12,4
21301,50,12,4
21317,50,12,4
21335,50,12,4
21351,50,12,4
21367,50,12,4
21384,50,12,4
21401,50,12,4
21417,50,12,4
21434,50,12,4
21450,50,12,4
21468,50,12,4
21484,50,12,4
21500,50,12,4
21517,50,12,4
21534,50,12,4
21551,50,12,4
21567,50,12,4
21583,50,12,4
21601,50,12,4
21617,50,12,4
21634,50,12,4
21650,50,12,4
21667,50,12,4
21684,50,12,4
21700,50,12,4
21716,50,12,4
21734,50,12,4
21750,50,12,4
21767,50,12,4
21783,50,12,4
21800,50,12,4
21817,50,12,4
21833,50,12,4
21850,50,12,4
21867,50,12,4
21883,50,12,4
21900,50,12,4
21916,50,12,4
21934,50,12,4
21950,50,12,4
21966,50,12,4
21983,50,12,4
22000,50,12,4
22017,50,12,4
22033,50,12,4
22049,50,12,4
22067,50,12,4
22083,50,12,4
22099,50,11,5
22116,50,12,4
22133,50,12,4
22150,50,12,4
22166,50,12,4
22182,50,12,4
22200,50,11,5
22216,50,12,4
22233,50,12,4
22249,50,11,5
22266,50,12,4
22283,50,12,4
22299,50,12,4
22316,50,12,4
22333,50,12,4
22349,50,12,4
22366,50,12,4
22382,50,12,4
22400,50,12,4
22416,50,12,4
22432,50,12,4
22449,50,12,4
22466,50,12,4
22482,50,12,4
22499,50,12,4
22515,50,12,4
22533,50,12,4
22549,50,12,4
22565,50,12,4
22582,50,12,4
22599,50,11,5
22616,50,12,4
22632,50,12,4
22648,50,12,4
22666,50,12,4
22682,50,12,4
22699,50,11,5
22715,50,12,4
22732,50,12,4
22749,50,12,4
22765,50,12,4
22781,50,12,4
22799,50,11,5
22815,50,12,4
22832,50,12,4
22848,50,12,4
22865,50,12,4
22882,50,12,4
22898,50,12,4
22915,50,12,4
22932,50,12,4
22948,50,12,4
22965,50,12,4
22981,50,12,4
22999,50,12,4
23015,50,12,4
23031,50,12,4
23048,50,12,4
23065,50,12,4
23081,50,12,4
23098,50,12,4
23114,50,12,4
23132,50,12,4
23148,50,12,4
23164,50,12,4
23181,50,12,4
23198,50,12,4
23215,50,12,4
23231,50,12,4
23247,50,12,4
23265,50,12,4
23281,50,12,4
23298,50,12,4
23314,50,12,4
23331,50,12,4
23348,50,12,4
23364,50,12,4
23380,50,12,4
23398,50,12,4
23414,50,12,4
23431,50,12,4
23447,50,12,4
23464,50,12,4
23481,50,12,4
23497,50,12,4
23514,50,12,4
23531,50,12,4
23547,50,12,4
23564,50,12,4
23580,50,12,4
23598,50,12,4
23614,50,12,4
23630,50,12,4
23647,50,12,4
23664,50,12,4
23681,50,12,4
23697,50,12,4
23713,50,12,4
23731,50,12,4
23747,50,12,4
23763,50,12,4
23780,50,11,5
23797,50,12,4
23814,50,12,4
23830,50,12,4
23846,50,12,4
23864,50,12,4
23880,50,11,5
23897,50,12,4
23913,50,12,4
23930,50,12,4
23947,50,12,4
23963,50,12,4
23980,50,11,5
23997,50,12,4
24013,50,12,4
24030,50,12,4
24046,50,12,4
24064,50,12,4
24080,50,12,4
24096,50,12,4
24113,50,12,4
24130,50,12,4
24146,50,12,4
24163,50,12,4
24179,50,12,4
24197,50,12,4
24213,50,12,4
24229,50,12,4
24246,50,12,4
24263,50,12,4
24280,50,12,4
24296,50,12,4
24312,50,12,4
24330,50,12,4
24346,50,12,4
24363,50,12,4
24379,50,12,4
24396,50,12,4
24413,50,12,4
24429,50,12,4
24445,50,12,4
24463,50,12,4
24479,50,12,4
24496,50,12,4
24512,50,12,4
24529,50,12,4
24546,50,12,4
24562,50,12,4
24579,50,12,4
24596,50,12,4
24612,50,12,4
24629,50,12,4
24645,50,12,4
24663,50,12,4
24679,50,12,4
24695,50,12,4
24712,50,12,4
24729,50,12,4
